state,county,candidate,party,total_votes,won,candidate_2
Maine,Glenburn,Rocky De La Fuente,ALI,4,FALSE,Other
Maine,Greenbush,Donald Trump,REP,499,TRUE,Donald Trump
Maine,Greenbush,Joe Biden,DEM,193,FALSE,Joe Biden
Maine,Greenbush,Jo Jorgensen,LIB,21,FALSE,Other
Maine,Greenbush,Howie Hawkins,GRN,4,FALSE,Other
Maine,Greenbush,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Greenbush,Write-ins,WRI,0,FALSE,Other
Maine,Hampden,Joe Biden,DEM,2451,TRUE,Joe Biden
Maine,Hampden,Donald Trump,REP,2265,FALSE,Donald Trump
Maine,Hampden,Jo Jorgensen,LIB,123,FALSE,Other
Maine,Hampden,Write-ins,WRI,53,FALSE,Other
Maine,Hampden,Howie Hawkins,GRN,32,FALSE,Other
Maine,Hampden,Rocky De La Fuente,ALI,6,FALSE,Other
Maine,Hermon,Donald Trump,REP,2427,TRUE,Donald Trump
Maine,Hermon,Joe Biden,DEM,1447,FALSE,Joe Biden
Maine,Hermon,Jo Jorgensen,LIB,65,FALSE,Other
Maine,Hermon,Howie Hawkins,GRN,20,FALSE,Other
Maine,Hermon,Rocky De La Fuente,ALI,5,FALSE,Other
Maine,Hermon,Write-ins,WRI,1,FALSE,Other
Maine,Holden,Donald Trump,REP,1200,TRUE,Donald Trump
Maine,Holden,Joe Biden,DEM,871,FALSE,Joe Biden
Maine,Holden,Jo Jorgensen,LIB,35,FALSE,Other
Maine,Holden,Howie Hawkins,GRN,17,FALSE,Other
Maine,Holden,Rocky De La Fuente,ALI,2,FALSE,Other
Maine,Holden,Write-ins,WRI,0,FALSE,Other
Maine,Howland,Donald Trump,REP,390,TRUE,Donald Trump
Maine,Howland,Joe Biden,DEM,221,FALSE,Joe Biden
Maine,Howland,Jo Jorgensen,LIB,25,FALSE,Other
Maine,Howland,Howie Hawkins,GRN,6,FALSE,Other
Maine,Howland,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Howland,Write-ins,WRI,0,FALSE,Other
Maine,Hudson,Donald Trump,REP,484,TRUE,Donald Trump
Maine,Hudson,Joe Biden,DEM,120,FALSE,Joe Biden
Maine,Hudson,Jo Jorgensen,LIB,4,FALSE,Other
Maine,Hudson,Howie Hawkins,GRN,3,FALSE,Other
Maine,Hudson,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Hudson,Write-ins,WRI,0,FALSE,Other
Maine,Kenduskeag,Donald Trump,REP,514,TRUE,Donald Trump
Maine,Kenduskeag,Joe Biden,DEM,242,FALSE,Joe Biden
Maine,Kenduskeag,Jo Jorgensen,LIB,12,FALSE,Other
Maine,Kenduskeag,Howie Hawkins,GRN,2,FALSE,Other
Maine,Kenduskeag,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Kenduskeag,Write-ins,WRI,0,FALSE,Other
Maine,LaGrange,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,LaGrange,Donald Trump,REP,0,FALSE,Donald Trump
Maine,LaGrange,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,LaGrange,Howie Hawkins,GRN,0,FALSE,Other
Maine,LaGrange,Jo Jorgensen,LIB,0,FALSE,Other
Maine,LaGrange,Write-ins,WRI,0,FALSE,Other
Maine,Lakeville,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Lakeville,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Lakeville,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Lakeville,Howie Hawkins,GRN,0,FALSE,Other
Maine,Lakeville,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Lakeville,Write-ins,WRI,0,FALSE,Other
Maine,Lee,Donald Trump,REP,350,TRUE,Donald Trump
Maine,Lee,Joe Biden,DEM,140,FALSE,Joe Biden
Maine,Lee,Jo Jorgensen,LIB,11,FALSE,Other
Maine,Lee,Howie Hawkins,GRN,7,FALSE,Other
Maine,Lee,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Lee,Write-ins,WRI,0,FALSE,Other
Maine,Levant,Donald Trump,REP,1149,TRUE,Donald Trump
Maine,Levant,Joe Biden,DEM,477,FALSE,Joe Biden
Maine,Levant,Jo Jorgensen,LIB,32,FALSE,Other
Maine,Levant,Write-ins,WRI,13,FALSE,Other
Maine,Levant,Howie Hawkins,GRN,6,FALSE,Other
Maine,Levant,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Lincoln,Donald Trump,REP,1723,TRUE,Donald Trump
Maine,Lincoln,Joe Biden,DEM,813,FALSE,Joe Biden
Maine,Lincoln,Jo Jorgensen,LIB,40,FALSE,Other
Maine,Lincoln,Howie Hawkins,GRN,17,FALSE,Other
Maine,Lincoln,Rocky De La Fuente,ALI,3,FALSE,Other
Maine,Lincoln,Write-ins,WRI,0,FALSE,Other
Maine,Lowell,Donald Trump,REP,193,TRUE,Donald Trump
Maine,Lowell,Joe Biden,DEM,56,FALSE,Joe Biden
Maine,Lowell,Jo Jorgensen,LIB,3,FALSE,Other
Maine,Lowell,Howie Hawkins,GRN,2,FALSE,Other
Maine,Lowell,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Lowell,Write-ins,WRI,0,FALSE,Other
Maine,Mattawamkeag,Donald Trump,REP,257,TRUE,Donald Trump
Maine,Mattawamkeag,Joe Biden,DEM,120,FALSE,Joe Biden
Maine,Mattawamkeag,Jo Jorgensen,LIB,7,FALSE,Other
Maine,Mattawamkeag,Howie Hawkins,GRN,3,FALSE,Other
Maine,Mattawamkeag,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Mattawamkeag,Write-ins,WRI,0,FALSE,Other
Maine,Maxfield,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Maxfield,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Maxfield,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Maxfield,Howie Hawkins,GRN,0,FALSE,Other
Maine,Maxfield,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Maxfield,Write-ins,WRI,0,FALSE,Other
Maine,Medway,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Medway,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Medway,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Medway,Howie Hawkins,GRN,0,FALSE,Other
Maine,Medway,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Medway,Write-ins,WRI,0,FALSE,Other
Maine,Milford,Donald Trump,REP,922,TRUE,Donald Trump
Maine,Milford,Joe Biden,DEM,861,FALSE,Joe Biden
Maine,Milford,Jo Jorgensen,LIB,49,FALSE,Other
Maine,Milford,Howie Hawkins,GRN,14,FALSE,Other
Maine,Milford,Rocky De La Fuente,ALI,5,FALSE,Other
Maine,Milford,Write-ins,WRI,0,FALSE,Other
Maine,Millinocket,Donald Trump,REP,1310,TRUE,Donald Trump
Maine,Millinocket,Joe Biden,DEM,1049,FALSE,Joe Biden
Maine,Millinocket,Jo Jorgensen,LIB,25,FALSE,Other
Maine,Millinocket,Howie Hawkins,GRN,9,FALSE,Other
Maine,Millinocket,Rocky De La Fuente,ALI,4,FALSE,Other
Maine,Millinocket,Write-ins,WRI,0,FALSE,Other
Maine,Mount Chase,Donald Trump,REP,81,TRUE,Donald Trump
Maine,Mount Chase,Joe Biden,DEM,39,FALSE,Joe Biden
Maine,Mount Chase,Howie Hawkins,GRN,2,FALSE,Other
Maine,Mount Chase,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Mount Chase,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Mount Chase,Write-ins,WRI,0,FALSE,Other
Maine,Newburgh,Donald Trump,REP,599,TRUE,Donald Trump
Maine,Newburgh,Joe Biden,DEM,366,FALSE,Joe Biden
Maine,Newburgh,Jo Jorgensen,LIB,23,FALSE,Other
Maine,Newburgh,Rocky De La Fuente,ALI,3,FALSE,Other
Maine,Newburgh,Howie Hawkins,GRN,3,FALSE,Other
Maine,Newburgh,Write-ins,WRI,0,FALSE,Other
Maine,Newport,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Newport,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Newport,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Newport,Howie Hawkins,GRN,0,FALSE,Other
Maine,Newport,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Newport,Write-ins,WRI,0,FALSE,Other
Maine,Old Town,Joe Biden,DEM,2365,TRUE,Joe Biden
Maine,Old Town,Donald Trump,REP,1668,FALSE,Donald Trump
Maine,Old Town,Jo Jorgensen,LIB,154,FALSE,Other
Maine,Old Town,Howie Hawkins,GRN,61,FALSE,Other
Maine,Old Town,Rocky De La Fuente,ALI,11,FALSE,Other
Maine,Old Town,Write-ins,WRI,0,FALSE,Other
Maine,Orono,Joe Biden,DEM,3728,TRUE,Joe Biden
Maine,Orono,Donald Trump,REP,1200,FALSE,Donald Trump
Maine,Orono,Jo Jorgensen,LIB,176,FALSE,Other
Maine,Orono,Howie Hawkins,GRN,87,FALSE,Other
Maine,Orono,Write-ins,WRI,68,FALSE,Other
Maine,Orono,Rocky De La Fuente,ALI,9,FALSE,Other
Maine,Orrington,Donald Trump,REP,1405,TRUE,Donald Trump
Maine,Orrington,Joe Biden,DEM,1089,FALSE,Joe Biden
Maine,Orrington,Jo Jorgensen,LIB,45,FALSE,Other
Maine,Orrington,Howie Hawkins,GRN,18,FALSE,Other
Maine,Orrington,Rocky De La Fuente,ALI,5,FALSE,Other
Maine,Orrington,Write-ins,WRI,0,FALSE,Other
Maine,Passadumkeag,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Passadumkeag,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Passadumkeag,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Passadumkeag,Howie Hawkins,GRN,0,FALSE,Other
Maine,Passadumkeag,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Passadumkeag,Write-ins,WRI,0,FALSE,Other
Maine,Patten,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Patten,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Patten,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Patten,Howie Hawkins,GRN,0,FALSE,Other
Maine,Patten,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Patten,Write-ins,WRI,0,FALSE,Other
Maine,Plymouth,Donald Trump,REP,505,TRUE,Donald Trump
Maine,Plymouth,Joe Biden,DEM,230,FALSE,Joe Biden
Maine,Plymouth,Jo Jorgensen,LIB,8,FALSE,Other
Maine,Plymouth,Howie Hawkins,GRN,2,FALSE,Other
Maine,Plymouth,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Plymouth,Write-ins,WRI,0,FALSE,Other
Maine,Seboeis Plt.,Joe Biden,DEM,22,TRUE,Joe Biden
Maine,Seboeis Plt.,Donald Trump,REP,19,FALSE,Donald Trump
Maine,Seboeis Plt.,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Seboeis Plt.,Howie Hawkins,GRN,0,FALSE,Other
Maine,Seboeis Plt.,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Seboeis Plt.,Write-ins,WRI,0,FALSE,Other
Maine,Springfield,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Springfield,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Springfield,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Springfield,Howie Hawkins,GRN,0,FALSE,Other
Maine,Springfield,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Springfield,Write-ins,WRI,0,FALSE,Other
Maine,Stacyville,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Stacyville,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Stacyville,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Stacyville,Howie Hawkins,GRN,0,FALSE,Other
Maine,Stacyville,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Stacyville,Write-ins,WRI,0,FALSE,Other
Maine,Stetson,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Stetson,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Stetson,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Stetson,Howie Hawkins,GRN,0,FALSE,Other
Maine,Stetson,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Stetson,Write-ins,WRI,0,FALSE,Other
Maine,Veazie,Joe Biden,DEM,645,TRUE,Joe Biden
Maine,Veazie,Donald Trump,REP,522,FALSE,Donald Trump
Maine,Veazie,Jo Jorgensen,LIB,43,FALSE,Other
Maine,Veazie,Howie Hawkins,GRN,7,FALSE,Other
Maine,Veazie,Rocky De La Fuente,ALI,2,FALSE,Other
Maine,Veazie,Write-ins,WRI,0,FALSE,Other
Maine,Webster Plt.,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Webster Plt.,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Webster Plt.,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Webster Plt.,Howie Hawkins,GRN,0,FALSE,Other
Maine,Webster Plt.,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Webster Plt.,Write-ins,WRI,0,FALSE,Other
Maine,Winn,Donald Trump,REP,145,TRUE,Donald Trump
Maine,Winn,Joe Biden,DEM,60,FALSE,Joe Biden
Maine,Winn,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Winn,Howie Hawkins,GRN,1,FALSE,Other
Maine,Winn,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Winn,Write-ins,WRI,0,FALSE,Other
Maine,Woodville,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Woodville,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Woodville,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Woodville,Howie Hawkins,GRN,0,FALSE,Other
Maine,Woodville,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Woodville,Write-ins,WRI,0,FALSE,Other
Maine,Abbot,Donald Trump,REP,288,TRUE,Donald Trump
Maine,Abbot,Joe Biden,DEM,121,FALSE,Joe Biden
Maine,Abbot,Jo Jorgensen,LIB,7,FALSE,Other
Maine,Abbot,Howie Hawkins,GRN,1,FALSE,Other
Maine,Abbot,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Abbot,Write-ins,WRI,0,FALSE,Other
Maine,Atkinson,Donald Trump,REP,122,TRUE,Donald Trump
Maine,Atkinson,Joe Biden,DEM,49,FALSE,Joe Biden
Maine,Atkinson,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Atkinson,Jo Jorgensen,LIB,1,FALSE,Other
Maine,Atkinson,Howie Hawkins,GRN,0,FALSE,Other
Maine,Atkinson,Write-ins,WRI,0,FALSE,Other
Maine,Beaver Cove,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Beaver Cove,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Beaver Cove,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Beaver Cove,Howie Hawkins,GRN,0,FALSE,Other
Maine,Beaver Cove,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Beaver Cove,Write-ins,WRI,0,FALSE,Other
Maine,Bowerbank,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Bowerbank,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Bowerbank,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Bowerbank,Howie Hawkins,GRN,0,FALSE,Other
Maine,Bowerbank,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Bowerbank,Write-ins,WRI,0,FALSE,Other
Maine,Brownville,Donald Trump,REP,467,TRUE,Donald Trump
Maine,Brownville,Joe Biden,DEM,280,FALSE,Joe Biden
Maine,Brownville,Jo Jorgensen,LIB,27,FALSE,Other
Maine,Brownville,Howie Hawkins,GRN,5,FALSE,Other
Maine,Brownville,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Brownville,Write-ins,WRI,0,FALSE,Other
Maine,Dover-Foxcroft,Donald Trump,REP,1356,TRUE,Donald Trump
Maine,Dover-Foxcroft,Joe Biden,DEM,914,FALSE,Joe Biden
Maine,Dover-Foxcroft,Jo Jorgensen,LIB,44,FALSE,Other
Maine,Dover-Foxcroft,Howie Hawkins,GRN,18,FALSE,Other
Maine,Dover-Foxcroft,Rocky De La Fuente,ALI,2,FALSE,Other
Maine,Dover-Foxcroft,Write-ins,WRI,1,FALSE,Other
Maine,Greenville,Donald Trump,REP,644,TRUE,Donald Trump
Maine,Greenville,Joe Biden,DEM,486,FALSE,Joe Biden
Maine,Greenville,Jo Jorgensen,LIB,17,FALSE,Other
Maine,Greenville,Howie Hawkins,GRN,7,FALSE,Other
Maine,Greenville,Rocky De La Fuente,ALI,2,FALSE,Other
Maine,Greenville,Write-ins,WRI,0,FALSE,Other
Maine,Guilford,Donald Trump,REP,466,TRUE,Donald Trump
Maine,Guilford,Joe Biden,DEM,248,FALSE,Joe Biden
Maine,Guilford,Jo Jorgensen,LIB,7,FALSE,Other
Maine,Guilford,Howie Hawkins,GRN,6,FALSE,Other
Maine,Guilford,Write-ins,WRI,6,FALSE,Other
Maine,Guilford,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Kingsbury Plt.,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Kingsbury Plt.,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Kingsbury Plt.,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Kingsbury Plt.,Howie Hawkins,GRN,0,FALSE,Other
Maine,Kingsbury Plt.,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Kingsbury Plt.,Write-ins,WRI,0,FALSE,Other
Maine,Lake View Plt.,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Lake View Plt.,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Lake View Plt.,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Lake View Plt.,Howie Hawkins,GRN,0,FALSE,Other
Maine,Lake View Plt.,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Lake View Plt.,Write-ins,WRI,0,FALSE,Other
Maine,Medford,Donald Trump,REP,112,TRUE,Donald Trump
Maine,Medford,Joe Biden,DEM,46,FALSE,Joe Biden
Maine,Medford,Jo Jorgensen,LIB,3,FALSE,Other
Maine,Medford,Rocky De La Fuente,ALI,2,FALSE,Other
Maine,Medford,Howie Hawkins,GRN,1,FALSE,Other
Maine,Medford,Write-ins,WRI,0,FALSE,Other
Maine,Milo,Donald Trump,REP,781,TRUE,Donald Trump
Maine,Milo,Joe Biden,DEM,410,FALSE,Joe Biden
Maine,Milo,Jo Jorgensen,LIB,25,FALSE,Other
Maine,Milo,Howie Hawkins,GRN,11,FALSE,Other
Maine,Milo,Write-ins,WRI,4,FALSE,Other
Maine,Milo,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Monson,Donald Trump,REP,289,TRUE,Donald Trump
Maine,Monson,Joe Biden,DEM,173,FALSE,Joe Biden
Maine,Monson,Jo Jorgensen,LIB,9,FALSE,Other
Maine,Monson,Howie Hawkins,GRN,3,FALSE,Other
Maine,Monson,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Monson,Write-ins,WRI,0,FALSE,Other
Maine,Parkman,Donald Trump,REP,333,TRUE,Donald Trump
Maine,Parkman,Joe Biden,DEM,148,FALSE,Joe Biden
Maine,Parkman,Jo Jorgensen,LIB,6,FALSE,Other
Maine,Parkman,Howie Hawkins,GRN,3,FALSE,Other
Maine,Parkman,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Parkman,Write-ins,WRI,0,FALSE,Other
Maine,Sangerville,Donald Trump,REP,479,TRUE,Donald Trump
Maine,Sangerville,Joe Biden,DEM,255,FALSE,Joe Biden
Maine,Sangerville,Jo Jorgensen,LIB,16,FALSE,Other
Maine,Sangerville,Howie Hawkins,GRN,3,FALSE,Other
Maine,Sangerville,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Sangerville,Write-ins,WRI,0,FALSE,Other
Maine,Sebec,Donald Trump,REP,305,TRUE,Donald Trump
Maine,Sebec,Joe Biden,DEM,117,FALSE,Joe Biden
Maine,Sebec,Jo Jorgensen,LIB,4,FALSE,Other
Maine,Sebec,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Sebec,Howie Hawkins,GRN,1,FALSE,Other
Maine,Sebec,Write-ins,WRI,0,FALSE,Other
Maine,Shirley,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Shirley,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Shirley,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Shirley,Howie Hawkins,GRN,0,FALSE,Other
Maine,Shirley,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Shirley,Write-ins,WRI,0,FALSE,Other
Maine,Wellington,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Wellington,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Wellington,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Wellington,Howie Hawkins,GRN,0,FALSE,Other
Maine,Wellington,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Wellington,Write-ins,WRI,0,FALSE,Other
Maine,Willimantic,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Willimantic,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Willimantic,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Willimantic,Howie Hawkins,GRN,0,FALSE,Other
Maine,Willimantic,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Willimantic,Write-ins,WRI,0,FALSE,Other
Maine,Arrowsic,Joe Biden,DEM,260,TRUE,Joe Biden
Maine,Arrowsic,Donald Trump,REP,104,FALSE,Donald Trump
Maine,Arrowsic,Rocky De La Fuente,ALI,4,FALSE,Other
Maine,Arrowsic,Jo Jorgensen,LIB,4,FALSE,Other
Maine,Arrowsic,Howie Hawkins,GRN,1,FALSE,Other
Maine,Arrowsic,Write-ins,WRI,0,FALSE,Other
Maine,Bath,Joe Biden,DEM,3421,TRUE,Joe Biden
Maine,Bath,Donald Trump,REP,1540,FALSE,Donald Trump
Maine,Bath,Jo Jorgensen,LIB,103,FALSE,Other
Maine,Bath,Howie Hawkins,GRN,73,FALSE,Other
Maine,Bath,Rocky De La Fuente,ALI,5,FALSE,Other
Maine,Bath,Write-ins,WRI,0,FALSE,Other
Maine,Bowdoin,Donald Trump,REP,1079,TRUE,Donald Trump
Maine,Bowdoin,Joe Biden,DEM,755,FALSE,Joe Biden
Maine,Bowdoin,Jo Jorgensen,LIB,32,FALSE,Other
Maine,Bowdoin,Howie Hawkins,GRN,11,FALSE,Other
Maine,Bowdoin,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Bowdoin,Write-ins,WRI,0,FALSE,Other
Maine,Bowdoinham,Joe Biden,DEM,1123,TRUE,Joe Biden
Maine,Bowdoinham,Donald Trump,REP,856,FALSE,Donald Trump
Maine,Bowdoinham,Jo Jorgensen,LIB,52,FALSE,Other
Maine,Bowdoinham,Howie Hawkins,GRN,30,FALSE,Other
Maine,Bowdoinham,Rocky De La Fuente,ALI,5,FALSE,Other
Maine,Bowdoinham,Write-ins,WRI,1,FALSE,Other
Maine,Georgetown,Joe Biden,DEM,525,TRUE,Joe Biden
Maine,Georgetown,Donald Trump,REP,294,FALSE,Donald Trump
Maine,Georgetown,Jo Jorgensen,LIB,13,FALSE,Other
Maine,Georgetown,Howie Hawkins,GRN,7,FALSE,Other
Maine,Georgetown,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Georgetown,Write-ins,WRI,0,FALSE,Other
Maine,Phippsburg,Joe Biden,DEM,794,TRUE,Joe Biden
Maine,Phippsburg,Donald Trump,REP,745,FALSE,Donald Trump
Maine,Phippsburg,Jo Jorgensen,LIB,19,FALSE,Other
Maine,Phippsburg,Howie Hawkins,GRN,11,FALSE,Other
Maine,Phippsburg,Write-ins,WRI,1,FALSE,Other
Maine,Phippsburg,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Richmond,Donald Trump,REP,1056,TRUE,Donald Trump
Maine,Richmond,Joe Biden,DEM,934,FALSE,Joe Biden
Maine,Richmond,Jo Jorgensen,LIB,56,FALSE,Other
Maine,Richmond,Howie Hawkins,GRN,28,FALSE,Other
Maine,Richmond,Rocky De La Fuente,ALI,2,FALSE,Other
Maine,Richmond,Write-ins,WRI,0,FALSE,Other
Maine,Topsham,Joe Biden,DEM,3944,TRUE,Joe Biden
Maine,Topsham,Donald Trump,REP,2390,FALSE,Donald Trump
Maine,Topsham,Jo Jorgensen,LIB,148,FALSE,Other
Maine,Topsham,Howie Hawkins,GRN,62,FALSE,Other
Maine,Topsham,Rocky De La Fuente,ALI,9,FALSE,Other
Maine,Topsham,Write-ins,WRI,0,FALSE,Other
Maine,West Bath,Joe Biden,DEM,737,TRUE,Joe Biden
Maine,West Bath,Donald Trump,REP,629,FALSE,Donald Trump
Maine,West Bath,Jo Jorgensen,LIB,19,FALSE,Other
Maine,West Bath,Rocky De La Fuente,ALI,4,FALSE,Other
Maine,West Bath,Howie Hawkins,GRN,3,FALSE,Other
Maine,West Bath,Write-ins,WRI,0,FALSE,Other
Maine,Woolwich,Donald Trump,REP,1062,TRUE,Donald Trump
Maine,Woolwich,Joe Biden,DEM,1038,FALSE,Joe Biden
Maine,Woolwich,Jo Jorgensen,LIB,28,FALSE,Other
Maine,Woolwich,Howie Hawkins,GRN,22,FALSE,Other
Maine,Woolwich,Rocky De La Fuente,ALI,3,FALSE,Other
Maine,Woolwich,Write-ins,WRI,0,FALSE,Other
Maine,Anson,Donald Trump,REP,796,TRUE,Donald Trump
Maine,Anson,Joe Biden,DEM,398,FALSE,Joe Biden
Maine,Anson,Jo Jorgensen,LIB,15,FALSE,Other
Maine,Anson,Howie Hawkins,GRN,13,FALSE,Other
Maine,Anson,Write-ins,WRI,1,FALSE,Other
Maine,Anson,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Athens,Donald Trump,REP,332,TRUE,Donald Trump
Maine,Athens,Joe Biden,DEM,167,FALSE,Joe Biden
Maine,Athens,Jo Jorgensen,LIB,6,FALSE,Other
Maine,Athens,Howie Hawkins,GRN,5,FALSE,Other
Maine,Athens,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Athens,Write-ins,WRI,0,FALSE,Other
Maine,Bingham,Donald Trump,REP,349,TRUE,Donald Trump
Maine,Bingham,Joe Biden,DEM,215,FALSE,Joe Biden
Maine,Bingham,Jo Jorgensen,LIB,9,FALSE,Other
Maine,Bingham,Howie Hawkins,GRN,6,FALSE,Other
Maine,Bingham,Rocky De La Fuente,ALI,1,FALSE,Other
Maine,Bingham,Write-ins,WRI,0,FALSE,Other
Maine,Brighton Plt.,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Brighton Plt.,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Brighton Plt.,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Brighton Plt.,Howie Hawkins,GRN,0,FALSE,Other
Maine,Brighton Plt.,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Brighton Plt.,Write-ins,WRI,0,FALSE,Other
Maine,Cambridge,Joe Biden,DEM,0,TRUE,Joe Biden
Maine,Cambridge,Donald Trump,REP,0,FALSE,Donald Trump
Maine,Cambridge,Rocky De La Fuente,ALI,0,FALSE,Other
Maine,Cambridge,Howie Hawkins,GRN,0,FALSE,Other
Maine,Cambridge,Jo Jorgensen,LIB,0,FALSE,Other
Maine,Cambridge,Write-ins,WRI,0,FALSE,Other
Maine,Canaan,Donald Trump,REP,749,TRUE,Donald Trump
Maine,Canaan,Joe Biden,DEM,384,FALSE,Joe Biden
Maine,Canaan,Jo Jorgensen,LIB,14,FALSE,Other
Maine,Canaan,Howie Hawkins,GRN,8,FALSE,Other
